"wt","d2_n2a","l1","sector_MS","n2a_d2","n2a","d2","exrate_d2","d2_orig","n2a_orig","prod"
1.24160015605305,285.714285714286,15,"Services",0.0035,7e+05,2e+08,372.500882448711,2e+08,7e+05,0.00434560054618567
1.307429083279,2.01065747508964,60,"Services",0.497349753694581,100962000,2.03e+08,372.500882448711,2.03e+08,100962000,0.650249532541941
8.22273841998279,3.68571429473469,4100,"Services",0.271317828793342,7000000010,25800000100,372.500882448711,25799999488,7e+09,2.23097553484532
8.22273841998279,24,10,"Services",0.0416666666666667,5e+06,1.2e+08,372.500882448711,1.2e+08,5e+06,0.342614100832616
1.24160015605305,42.5925927777778,46,"Services",0.0234782607674858,5.4e+07,2300000010,372.500882448711,2.3e+09,5.4e+07,0.0291506122327646
8.22273841998279,6.12612612612613,11,"Services",0.163235294117647,11100000,6.8e+07,372.500882448711,6.8e+07,11100000,1.34224112443837
2.62616303345388,6.25,4,"Services",0.16,2400000,1.5e+07,372.500882448711,1.5e+07,2400000,0.420186085352621
1.20532693313032,0.875,5,"Services",1.14285714285714,6e+06,5250000,372.500882448711,5250000,6e+06,1.37751649500608
8.22273841998279,4315.94031863778,15,"Services",0.00023169921875,118630,5.12e+08,372.500882448711,5.12e+08,118630,0.00190520206789562
2.25347939384747,6.73575129533679,9,"Services",0.148461538461538,7720000,5.2e+07,372.500882448711,5.2e+07,7720000,0.33455501770197
3.24501032714035,3.14285714285714,5,"Services",0.318181818181818,3500000,1.1e+07,372.500882448711,1.1e+07,3500000,1.03250328590829
18.3511731053216,40,20,"Services",0.025,2e+06,8e+07,372.500882448711,8e+07,2e+06,0.45877932763304
1.44866532461623,14.2857142857143,5,"Services",0.07,7e+05,1e+07,372.500882448711,1e+07,7e+05,0.101406572723136
5.70231645668633,1.42857142857143,4,"Services",0.7,3500000,5e+06,372.500882448711,5e+06,3500000,3.99162151968043
2.62616303345388,133.333333333333,12,"Services",0.0075,9e+05,1.2e+08,372.500882448711,1.2e+08,9e+05,0.0196962227509041
