"wt","d2_n2a","l1","sector_MS","n2a_d2","n2a","d2","exrate_d2","d2_orig","n2a_orig","prod"
1.24160015605305,2.66666666666667,80,"Services",0.375,3e+07,8e+07,372.500882448711,8e+07,3e+07,0.465600058519893
3.24501032714035,5.55555555555556,17,"Services",0.18,15300000,8.5e+07,372.500882448711,8.5e+07,15300000,0.584101858885264
4.94549826468268,5.93548387096774,101,"Services",0.168478260869565,1.55e+08,9.2e+08,372.500882448711,9.2e+08,1.55e+08,0.833208946767191
6.02831074834347,4.00000003333333,500,"Services",0.249999997916667,3e+08,1200000010,372.500882448711,1.2e+09,3e+08,1.50707767452689
1,3.6,15,"Services",0.277777777777778,2e+07,7.2e+07,372.500882448711,7.2e+07,2e+07,0.277777777777778
8.22273841998279,5.69230769230769,11,"Services",0.175675675675676,1.3e+07,7.4e+07,372.500882448711,7.4e+07,1.3e+07,1.44453512783482
5.3746769686811,11.9777778888889,110,"Services",0.0834879398563271,9e+07,1078000010,372.500882448711,1.078e+09,9e+07,0.448720707508434
1.24160015605305,3.96157276418738,300,"Services",0.252424998737875,504850000,2000000010,372.500882448711,2e+09,504849984,0.313410917824636
1.24160015605305,3.33333333333333,8,"Services",0.3,3e+06,1e+07,372.500882448711,1e+07,3e+06,0.372480046815915
4.94549826468268,1.41176470588235,5,"Services",0.708333333333333,1700000,2400000,372.500882448711,2400000,1700000,3.5030612708169
1.24160015605305,20,20,"Services",0.05,4e+06,8e+07,372.500882448711,8e+07,4e+06,0.0620800078026524
1.24160015605305,12.1363636363636,5,"Services",0.0823970037453183,2200000,26700000,372.500882448711,26700000,2200000,0.102304132708491
3.24501032714035,8.68237319642383,70,"Services",0.11517588306523,79079000,686593390,372.500882448711,686593408,79079000,0.373746929984182
6.02831074834347,200.000001,83,"Services",0.004999999975,1e+07,2000000010,372.500882448711,2e+09,1e+07,0.0301415535910096
1.24160015605305,145.00988655222,24,"Services",0.00689608152779216,57692711,8366013477,372.500882448711,8366013440,57692712,0.0085621759010613
1.24160015605305,42.8571428571429,80,"Services",0.0233333333333333,7e+06,3e+08,372.500882448711,3e+08,7e+06,0.0289706703079045
8.22273841998279,15,6,"Services",0.0666666666666667,2e+07,3e+08,372.500882448711,3e+08,2e+07,0.548182561332186
6.43579552902536,3.33333333333333,65,"Services",0.3,6e+07,2e+08,372.500882448711,2e+08,6e+07,1.93073865870761
6.65018399492259,4.83333333333333,10,"Services",0.206896551724138,1.2e+07,5.8e+07,372.500882448711,5.8e+07,1.2e+07,1.37590013688054
2.62616303345388,111.111111481481,20,"Services",0.00899999997,2.7e+07,3000000010,372.500882448711,3e+09,2.7e+07,0.0236354672223
2.25347939384747,7.25,8,"Services",0.137931034482759,8e+06,5.8e+07,372.500882448711,5.8e+07,8e+06,0.310824743978961
2.62616303345388,126.984126984127,5,"Services",0.007875,315000,4e+07,372.500882448711,4e+07,315000,0.0206810338884493
6.65018399492259,33.2,5,"Services",0.0301204819277108,5e+06,1.66e+08,372.500882448711,1.66e+08,5e+06,0.200306746835018
1.24160015605305,100.000000153846,80,"Services",0.00999999998461538,6.5e+07,6500000010,372.500882448711,6500000256,6.5e+07,0.0124160015414289
1,12.4939534883721,7,"Services",0.0800387164023527,3225000,40293000,372.500882448711,40293000,3225000,0.0800387164023527
8.22273841998279,43.1574875532052,90,"Services",0.0231709503192739,77530000,3346000010,372.500882448711,3346000128,77530000,0.190528663417806
1.24160015605305,44.75000005,100,"Services",0.0223463686901158,2e+08,8950000010,372.500882448711,8949999616,2e+08,0.0277452548528667
5.3746769686811,3.4375,30,"Services",0.290909090909091,3.2e+07,1.1e+08,372.500882448711,1.1e+08,3.2e+07,1.56354239088905
8.22273841998279,23.5294117647059,9,"Services",0.0425,1.7e+07,4e+08,372.500882448711,4e+08,1.7e+07,0.349466382849269
3.1007751742391,28.5714285714286,25,"Services",0.035,2.8e+07,8e+08,372.500882448711,8e+08,2.8e+07,0.108527131098368
1.307429083279,33.75,3,"Services",0.0296296296296296,4e+06,1.35e+08,372.500882448711,1.35e+08,4e+06,0.0387386395045629
2.62616303345388,100,8,"Services",0.01,8e+05,8e+07,372.500882448711,8e+07,8e+05,0.0262616303345388
1.12954564768961,96.1604672609899,7,"Services",0.0103992839103609,3253000,312810000,372.500882448711,312809984,3253000,0.0117464658800368
1.12954564768961,30.7408547294136,52,"Services",0.0325299998585652,74819000,2300000010,372.500882448711,2.3e+09,74819000,0.036744119759586
8.22273841998279,60,5,"Services",0.0166666666666667,5e+05,3e+07,372.500882448711,3e+07,5e+05,0.137045640333047
14.511627815439,2.36842099030471e-06,20,"Services",422222.233333333,19000000500000,4.5e+07,372.500882448711,4.5e+07,18999999987712,6127131.90553676
1.44866532461623,20,4,"Services",0.05,3e+06,6e+07,372.500882448711,6e+07,3e+06,0.0724332662308115
2.62616303345388,6,10,"Services",0.166666666666667,1.5e+07,9e+07,372.500882448711,9e+07,1.5e+07,0.43769383890898
6.65018399492259,15.5555555555556,14,"Services",0.0642857142857143,2.7e+07,4.2e+08,372.500882448711,4.2e+08,2.7e+07,0.427511828245023
1.12954564768961,6,62,"Services",0.166666666666667,5e+07,3e+08,372.500882448711,3e+08,5e+07,0.188257607948268
5.04068879812307,17.1428572857143,50,"Services",0.0583333328472222,7e+07,1200000010,372.500882448711,1.2e+09,7e+07,0.294040177440178
1.307429083279,11.8181818181818,7,"Services",0.0846153846153846,1.1e+07,1.3e+08,372.500882448711,1.3e+08,1.1e+07,0.110628614738992
6.65018399492259,5.66666666666667,25,"Services",0.176470588235294,3e+07,1.7e+08,372.500882448711,1.7e+08,3e+07,1.17356188145693
1.307429083279,39.4285714285714,13,"Services",0.0253623188405797,7e+06,2.76e+08,372.500882448711,2.76e+08,7e+06,0.0331594332715688
6.65018399492259,3.04122807017544,8,"Services",0.328814537063744,11400000,34670000,372.500882448711,34670000,11400000,2.18667717167919
1.12954564768961,63.6639237765266,4,"Services",0.0157074829931973,2309000,1.47e+08,372.500882448711,1.47e+08,2309000,0.0177423190511245
1,11.9047619047619,7,"Services",0.084,4200000,5e+07,372.500882448711,5e+07,4200000,0.084
1.12954564768961,62.7118644067797,17,"Services",0.0159459459459459,9440000,5.92e+08,372.500882448711,5.92e+08,9440000,0.018011673841537
1.307429083279,610.685082872928,10,"Services",0.00163750520201929,543000,331602000,372.500882448711,331601984,543000,0.00214092192514067
1.307429083279,13.2483577483444,42,"Services",0.0754810535007608,75500000,1000251010,372.500882448711,1000251008,75500000,0.0986861245834326
1.307429083279,90.6272727272727,13,"Services",0.01103420603872,1.1e+07,996900000,372.500882448711,996899968,1.1e+07,0.0144264418859153
6.65018399492259,80,20,"Services",0.0125,1500000,1.2e+08,372.500882448711,1.2e+08,1500000,0.0831272999365323
1.307429083279,23.9252336448598,13,"Services",0.041796875,10700000,2.56e+08,372.500882448711,2.56e+08,10700000,0.0546464499651768
6.65018399492259,57.1430243770956,15,"Services",0.0174999487846644,33716609,1926669010,372.500882448711,1926669056,33716608,0.11637787931974
1.307429083279,33.3333333333333,22,"Services",0.03,1500000,5e+07,372.500882448711,5e+07,1500000,0.0392228724983699
1,10,10,"Services",0.1,8e+06,8e+07,372.500882448711,8e+07,8e+06,0.1
1.307429083279,8.33333333333333,10,"Services",0.12,5400000,4.5e+07,372.500882448711,4.5e+07,5400000,0.15689148999348
1.12954564768961,41.666666875,45,"Services",0.02399999988,4.8e+07,2000000010,372.500882448711,2e+09,4.8e+07,0.0271090954090052
1.12954564768961,6.25,32,"Services",0.16,8e+07,5e+08,372.500882448711,5e+08,8e+07,0.180727303630337
1.307429083279,100,7,"Services",0.01,5e+05,5e+07,372.500882448711,5e+07,5e+05,0.01307429083279
1.307429083279,17.1428571428571,5,"Services",0.0583333333333333,3500000,6e+07,372.500882448711,6e+07,3500000,0.0762666965246081
8.22273841998279,16.8421052631579,7,"Services",0.059375,14250000,2.4e+08,372.500882448711,2.4e+08,14250000,0.488225093686478
6.65018399492259,175,5,"Services",0.00571428571428572,4e+05,7e+07,372.500882448711,7e+07,4e+05,0.0380010513995576
6.65018399492259,40,5,"Services",0.025,5e+05,2e+07,372.500882448711,2e+07,5e+05,0.166254599873065
1.307429083279,136.363636363636,4,"Services",0.00733333333333333,220000,3e+07,372.500882448711,3e+07,220000,0.00958781327737931
6.65018399492259,40,25,"Services",0.025,2e+06,8e+07,372.500882448711,8e+07,2e+06,0.166254599873065
1.307429083279,8.08823529411765,8,"Services",0.123636363636364,1.7e+07,137500000,372.500882448711,137500000,1.7e+07,0.16164577756904
5.04068879812307,273.8611125,120,"Services",0.00365148593340356,7200000,1971800010,372.500882448711,1971800064,7200000,0.0184060042410113
1.12954564768961,8.33333341666667,150,"Services",0.1199999988,1.2e+08,1000000010,372.500882448711,1e+09,1.2e+08,0.135545476367298
1.307429083279,65.7894736842105,11,"Services",0.0152,7600000,5e+08,372.500882448711,5e+08,7600000,0.0198729220658408
1.307429083279,8.88888888888889,9,"Services",0.1125,4500000,4e+07,372.500882448711,4e+07,4500000,0.147085771868887
1.12954564768961,5.11111111111111,6,"Services",0.195652173913043,4500000,2.3e+07,372.500882448711,2.3e+07,4500000,0.220998061504489
2.11662085262346,2.22857142857143,30,"Services",0.448717948717949,3.5e+07,7.8e+07,372.500882448711,7.8e+07,3.5e+07,0.949765767202833
6.65018399492259,66.6666666666667,4,"Services",0.015,3e+05,2e+07,372.500882448711,2e+07,3e+05,0.0997527599238388
6.65018399492259,100,9,"Services",0.01,2e+06,2e+08,372.500882448711,2e+08,2e+06,0.0665018399492259
1.12954564768961,20,43,"Services",0.05,2.5e+07,5e+08,372.500882448711,5e+08,2.5e+07,0.0564772823844805
6.65018399492259,45,3,"Services",0.0222222222222222,4e+05,1.8e+07,372.500882448711,1.8e+07,4e+05,0.147781866553835
8.22273841998279,166.666668333333,450,"Services",0.00599999994,6e+07,10000000100,372.500882448711,1e+10,6e+07,0.0493364300265325
1.307429083279,14.2928572857143,51,"Services",0.0699650167919539,7e+07,1000500010,372.500882448711,1000500032,7e+07,0.0914742977659039
5.04068879812307,7.2463768115942,25,"Services",0.138,27600000,2e+08,372.500882448711,2e+08,27600000,0.695615054140984
1.307429083279,25.2855608708386,14,"Services",0.0395482625482625,10243000,2.59e+08,372.500882448711,2.59e+08,10243000,0.051706548648752
6.65018399492259,7.14210526315789,7,"Services",0.140014738393515,4560000,32568000,372.500882448711,32568000,4560000,0.931123772317827
1.307429083279,7.38461538461539,53,"Services",0.135416666666667,6.5e+07,4.8e+08,372.500882448711,4.8e+08,6.5e+07,0.177047688360698
1.307429083279,9.85769690737355,7,"Services",0.10144357342251,13128000,129411845,372.500882448711,129411848,13128000,0.132630278204338
6.65018399492259,7.17948717948718,5,"Services",0.139285714285714,5850000,4.2e+07,372.500882448711,4.2e+07,5850000,0.926275627864217
1.307429083279,100,10,"Services",0.01,8e+05,8e+07,372.500882448711,8e+07,8e+05,0.01307429083279
1.307429083279,12.7855822550832,6,"Services",0.0782130981639439,4328000,55336000,372.500882448711,55336000,4328000,0.102258079232895
1.307429083279,35.6806197,22,"Services",0.0280264190590838,2e+07,713612394,372.500882448711,713612416,2e+07,0.0366425553780109
6.65018399492259,50.0000003333333,20,"Services",0.0199999998666667,3e+07,1500000010,372.500882448711,1.5e+09,3e+07,0.133003679011761
5.04068879812307,13.5333333333333,26,"Services",0.0738916256157636,3e+07,4.06e+08,372.500882448711,4.06e+08,3e+07,0.372464689516483
1.307429083279,70.1666666666667,7,"Services",0.0142517814726841,6e+06,4.21e+08,372.500882448711,4.21e+08,6e+06,0.0186331935859239
2.46003292655804,1.05666666666667,2,"Services",0.946372239747634,1800000,1902000,372.500882448711,1902000,1800000,2.32810687055966
6.65018399492259,19.7692307692308,7,"Services",0.0505836575875486,1.3e+07,2.57e+08,372.500882448711,2.57e+08,1.3e+07,0.33639063009336
1.12954564768961,72.562358276644,16,"Services",0.01378125,1102500,8e+07,372.500882448711,8e+07,1102500,0.0155665509572224
8.22273841998279,55.5555558333333,42,"Services",0.01799999991,3.6e+07,2000000010,372.500882448711,2e+09,3.6e+07,0.148009290819644
1.12954564768961,10.6430589195247,18,"Services",0.093957950205979,19363700,206089000,372.500882448711,206088992,19363700,0.106129793721001
1.307429083279,10,4,"Services",0.1,4e+06,4e+07,372.500882448711,4e+07,4e+06,0.1307429083279
1.307429083279,11.3161942430235,8,"Services",0.088368932038835,9102000,1.03e+08,372.500882448711,1.03e+08,9102000,0.115536111805878
1.307429083279,2.73873333333333,13,"Services",0.365132299603223,1.5e+07,41081000,372.500882448711,41081000,1.5e+07,0.477384587745794
1.307429083279,1.86335403726708,7,"Services",0.536666666666667,3220000,6e+06,372.500882448711,6e+06,3220000,0.701653608026395
1.307429083279,2.23463687150838,11,"Services",0.4475,8950000,2e+07,372.500882448711,2e+07,8950000,0.585074514767351
1.20532693313032,3.53623188405797,50,"Services",0.282786885245902,6.9e+07,2.44e+08,372.500882448711,2.44e+08,6.9e+07,0.340850649122919
6.65018399492259,18.156875,4,"Services",0.0550755567794568,1600000,29051000,372.500882448711,29051000,1600000,0.366262586206194
1.307429083279,5,5,"Services",0.2,4e+06,2e+07,372.500882448711,2e+07,4e+06,0.261485816655799
1.12954564768961,208.450704225352,42,"Services",0.0047972972972973,3550000,7.4e+08,372.500882448711,7.4e+08,3550000,0.00541876628283529
1,3.71428571428571,15,"Services",0.269230769230769,1.4e+07,5.2e+07,372.500882448711,5.2e+07,1.4e+07,0.269230769230769
8.22273841998279,3.42899107445486,7,"Services",0.29163097199341,17702000,60700000,372.500882448711,60700000,17702000,2.39800519786714
1.12954564768961,8.16739778634654,71,"Services",0.122438018345538,64057000,523179000,372.500882448711,523179008,64057000,0.138299330733943
5.04068879812307,8.57142857142857,15,"Services",0.116666666666667,7e+07,6e+08,372.500882448711,6e+08,7e+07,0.588080359781025
1.12954564768961,7.16314684451031,50,"Services",0.139603448275862,72873000,5.22e+08,372.500882448711,5.22e+08,72873000,0.157688467402462
6.65018399492259,9.45017182130584,6,"Services",0.105818181818182,5820000,5.5e+07,372.500882448711,5.5e+07,5820000,0.703710379099081
5.04068879812307,16.8263163339195,15,"Services",0.0594307143735399,9667000,162660000,372.500882448711,162660000,9667000,0.299571736207154
1.307429083279,25.7360544217687,14,"Services",0.0388559949249313,11760000,302656000,372.500882448711,302656000,11760000,0.0508014578245963
5.04068879812307,22.0783388276685,80,"Services",0.045293262677299,73891864,1631409610,372.500882448711,1631409664,73891864,0.228309241807907
1.307429083279,17.7304964539007,5,"Services",0.0564,2820000,5e+07,372.500882448711,5e+07,2820000,0.0737390002969354
18.3511731053216,31.7466401038998,30,"Services",0.031499396368473,38765038,1230659710,372.500882448711,1230659712,38765040,0.578050875470987
6.65018399492259,15.1347637007322,45,"Services",0.0660730500834725,39577757,5.99e+08,372.500882448711,5.99e+08,39577756,0.439397940160827
5.04068879812307,13.6710897435897,14,"Services",0.0731470584098017,31200000,426538000,372.500882448711,426537984,31200000,0.368711557941941
1.12954564768961,8.95384083044983,19,"Services",0.111683915197514,28900000,258766000,372.500882448711,258766000,28900000,0.126152080328288
5.04068879812307,3.80952380952381,56,"Services",0.2625,8.4e+07,3.2e+08,372.500882448711,3.2e+08,8.4e+07,1.32318080950731
2.25347939384747,3.04,12,"Services",0.328947368421053,12500000,3.8e+07,372.500882448711,3.8e+07,12500000,0.741276116397193
8.22273841998279,64,7,"Services",0.015625,5e+05,3.2e+07,372.500882448711,3.2e+07,5e+05,0.128480287812231
5.3746769686811,4.46666666666667,15,"Services",0.223880597014925,1.5e+07,6.7e+07,372.500882448711,6.7e+07,1.5e+07,1.20328588851069
3.1007751742391,2,80,"Services",0.5,5e+07,1e+08,372.500882448711,1e+08,5e+07,1.55038758711955
3.07810736944362,3.48837209302326,10,"Services",0.286666666666667,4300000,1.5e+07,372.500882448711,1.5e+07,4300000,0.882390779240504
12.6055825605786,5.64705882352941,10,"Services",0.177083333333333,8500000,4.8e+07,372.500882448711,4.8e+07,8500000,2.2322385784358
18.3511731053216,40,30,"Services",0.025,2e+06,8e+07,372.500882448711,8e+07,2e+06,0.45877932763304
1.24160015605305,4,170,"Services",0.25,1e+08,4e+08,372.500882448711,4e+08,1e+08,0.310400039013262
4.94549826468268,4.57142857142857,10,"Services",0.21875,3500000,1.6e+07,372.500882448711,1.6e+07,3500000,1.08182774539934
3.24501032714035,2.33333333333333,15,"Services",0.428571428571429,1.5e+07,3.5e+07,372.500882448711,3.5e+07,1.5e+07,1.39071871163158
18.3511731053216,21.3333333333333,18,"Services",0.046875,1500000,3.2e+07,372.500882448711,3.2e+07,1500000,0.860211239311951
3.24501032714035,2.66666666666667,6,"Services",0.375,7500000,2e+07,372.500882448711,2e+07,7500000,1.21687887267763
1.24160015605305,40,20,"Services",0.025,2e+06,8e+07,372.500882448711,8e+07,2e+06,0.0310400039013262
3.07810736944362,5.15151515151515,6,"Services",0.194117647058824,3300000,1.7e+07,372.500882448711,1.7e+07,3300000,0.59751495995082
2.62616303345388,3.33333333333333,12,"Services",0.3,9e+06,3e+07,372.500882448711,3e+07,9e+06,0.787848910036165
8.22273841998279,6.38977635782748,5,"Services",0.1565,3756000,2.4e+07,372.500882448711,2.4e+07,3756000,1.28685856272731
2.62616303345388,3,18,"Services",0.333333333333333,3e+06,9e+06,372.500882448711,9e+06,3e+06,0.875387677817961
1,7.1044776119403,88,"Services",0.140756302521008,6.7e+07,4.76e+08,372.500882448711,4.76e+08,6.7e+07,0.140756302521008
1,8,65,"Services",0.125,52500000,4.2e+08,372.500882448711,4.2e+08,52500000,0.125
1,2.40740740740741,35,"Services",0.415384615384615,5400000,1.3e+07,372.500882448711,1.3e+07,5400000,0.415384615384615
8.22273841998279,106.666666666667,9,"Services",0.009375,7500000,8e+08,372.500882448711,8e+08,7500000,0.0770881726873387
